corrupt, 6
0,17
61,68
112,119
144,148
158,166
176,180.5
blinks
17.75,0
20.11,0
20.93,0
21.78,0
22.43,0
24.33,0
25.64,0
29.04,0
30.55,0
32.25,0
33.1,0
33.89,0
34.8,0
35.91,0
39.76,0
42.82,0
44.82,2
45.26,0
46.83,0
48.46,0
49.43,0
50.9,0
52.08,0
53.78,0
54.74,0
55.88,0
57.02,0
58.61,0
60.22,0
70.47,0
71.2,0
72.15,0
74,0
75.47,0
75.84,0
77.26,0
79.68,0
81.25,0
83.06,0
84.71,0
87.75,0
88.64,0
91.52,0
92.11,0
93.89,0
94.66,0
96.07,0
98.1,0
99.7,0
102.48,0
103.39,0
105.5,2
106.43,0
108.5,0
110.36,0
120.69,0
123,0
124.03,0
125.2,0
127.32,0
128.57,0
129.15,0
132.58,0
135.51,0
135.84,0
137.14,0
137.55,2
138.96,0
139.33,0
139.88,2
140.43,0
141.31,0
142.4,0
142.9,0
150.22,0
150.74,0
151.25,0
154.58,0
155.31,0
155.97,0
157.26,0
167.76,0
168.08,0
168.54,0
169.3,0
171.04,0
173.08,0
174.5,0
182.21,0
183.4,0
184.42,0
185,0
187.48,0
189.4,0
190.94,0
192.52,0
194.11,0
195.28,0
196.57,0
198.46,0
199.64,0
