corrupt, 2
0,6
171,172
blinks
6.22,0
8.18,0
9.66,0
11.9,0
13.2,0
15,0
16.62,0
17.92,0
18.88,0
23.24,0
24.35,0
26.16,0
27.68,0
29.08,0
31.47,0
32.43,0
33.64,0
36.52,0
38.99,0
40.62,0
41.94,0
42.92,0
43.88,0
45.28,0
47.52,2
48.6,2
49.89,0
52.16,0
53.7,0
55.48,0
58.75,0
61.07,0
62.47,0
64.34,0
66,0
68.02,0
68.94,0
69.92,0
71.05,0
72.24,0
76.85,0
79.32,0
80.82,2
81.41,0
81.53,0
83.19,0
92.15,0
93.97,0
95.42,0
97.2,0
98.45,0
99.86,0
102.06,0
103.36,0
104.79,0
108.61,0
109.89,0
111.65,0
113.64,0
116.01,0
118.11,0
119.94,0
121.54,0
123.28,0
124.26,0
125.73,0
126.54,0
129.46,0
130.27,0
132.44,0
133.66,0
134.24,0
135.23,0
136.17,0
137.62,0
138.56,0
140.14,0
141.92,0
143.68,0
145.96,0
147.95,0
150.93,0
153.26,0
154.85,0
155.78,0
156.48,0
158.78,0
160.38,0
162.46,0
163.72,0
165.1,0
166.94,0
168.86,0
170.85,0
173.82,0
174.32,0
174.77,0
175.28,0
176.67,0
177.73,0
178.79,0
179.34,0
181.49,0
182.75,0
184.72,0
185.94,0
187.79,0
189.74,0
191.33,0
194.55,2
196.49,0
