corrupt, 0
blinks
3.98,0
10.7,0
18.07,0
22.6,0
25.78,0
32.21,0
33.15,0
43.12,2
43.56,0
47.85,0
57.8,0
62.78,0
67.3,0
73.73,0
76.22,0
78.08,0
79.22,0
81,0
82.65,0
86.33,0
88.3,0
91.02,0
93.56,0
96.17,0
101.57,0
105.55,0
109.06,2
109.92,0
115.46,0
116.91,0
119.09,0
122.58,0
125.92,0
126.8,0
127.37,0
128.24,0
130.98,0
133.22,0
133.46,0
134.3,0
141.22,0
141.65,0
147.27,0
149.46,0
150.42,0
154.38,0
161.44,0
166.89,0
170.13,0
170.38,0
173.17,0
177.05,0
178.07,0
181.85,0
186.73,0
188.6,0
189.9,0
193.06,0
194.85,0
196.45,0
198.56,0
