corrupt, 1
0,3
blinks
4.27,0
6.53,0
8.56,0
10.34,0
11.7,0
14.49,0
16.53,0
18.54,0
20.32,0
21.81,0
23.07,0
25.57,0
26.89,0
28.46,0
30,0
31.54,0
33.34,0
35.61,0
37.28,0
40.14,0
41.63,0
42.82,0
44.64,2
46,0
47.85,0
50.43,0
52.92,0
55,0
59.27,0
62.21,0
63.82,0
65.54,0
67.76,0
69.98,0
71.18,0
73.61,0
75.84,0
77.79,2
79.54,2
81.92,0
83.65,0
87.64,0
89.62,0
92.58,0
95.31,2
96.6,2
98.6,2
100.16,0
101.64,0
103.9,0
105.7,0
107.1,0
109.38,0
110.53,2
113.17,0
115.37,0
117.18,0
119.07,0
121.65,0
123.88,2
126.74,0
128.16,0
129.54,0
131.62,0
133.42,0
137.13,0
139.4,0
140.58,0
143.08,0
145.2,0
146.15,0
148.57,0
151.04,0
153.98,0
155.58,0
157.18,0
160.55,0
163.2,0
165.23,0
166.67,0
168.37,0
170.97,2
171.71,0
172.9,0
176.47,0
179.04,2
180.79,0
182.18,0
184.44,0
186.62,0
188.52,0
190.3,2
192.35,0
193.98,0
196.76,0
199.97,0
