corrupt, 0
blinks
1.65,2
3,0
7.31,0
10.08,2
13.07,0
13.76,0
17.03,0
17.35,0
20.13,2
21.82,0
24.6,0
27.2,0
29.16,0
31.02,0
32.12,0
33.22,0
34,0
37,0
39.17,2
40.94,0
42.78,0
46.92,2
47.82,2
49.61,2
53.61,0
55.58,0
56.42,0
57.72,0
60.98,0
64.06,0
69.52,0
74.46,0
77.3,0
84.16,0
85.54,0
91.59,0
92.36,0
95.91,0
97.5,0
102.97,0
103.89,0
105.92,0
109.36,0
119.96,0
122.07,0
123.65,0
128.52,2
135.18,0
139.34,0
142.24,0
144.71,0
147.51,2
151.54,0
156.77,2
162.96,0
165.63,0
168.42,0
170.11,0
171.65,0
174.21,0
176.99,0
180.88,2
182.26,0
186.5,0
193.9,0
199.91,0
