corrupt, 0
blinks
2.47,0
5.9,0
10.2,0
13.76,0
18.7,0
22.65,0
26.05,0
30.84,0
32.08,0
36.66,0
37.94,0
41.73,0
43.37,0
45.32,0
49.02,0
51.79,0
56.23,0
57.22,2
59.53,0
62.77,0
65.95,0
70.84,0
74.14,0
79.38,0
80.66,0
83.93,0
87.84,0
91.23,0
92.32,0
95.96,0
100.55,0
104.68,0
108.62,0
109.36,2
112.24,0
115.45,0
118.92,0
122.26,0
124.38,0
129.18,0
130.3,0
132.26,0
138.52,0
142.47,0
146.32,0
149.28,0
153.54,0
156.32,0
158.11,0
162.2,0
167.13,0
171.88,0
177.49,0
182.58,0
188.15,0
192.62,0
194.27,0
196.46,0
199.47,0
200.18,0
