corrupt, 0
blinks
0.4,0
2.03,0
4.1,0
5.82,0
7.82,2
9.48,0
15.33,0
16.13,0
17.02,0
19.46,0
25.65,0
28.31,0
30.07,0
35.64,0
40.04,2
40.33,0
45.06,0
47.05,0
47.89,0
50.18,0
51.15,0
51.45,0
56.84,0
57.44,0
58.56,0
60.03,0
60.28,0
63.04,0
64.46,0
65.56,0
67.84,0
70.32,0
71.8,0
72.02,0
75.74,0
77.8,0
82.52,0
83.38,0
88.71,0
89.04,0
90.23,0
90.85,0
93.12,0
98.4,0
99.16,0
100.23,0
102.14,0
103.15,0
104.14,0
107.7,0
108.16,0
116.33,0
117.68,0
119.46,0
122.11,0
126.64,2
127.02,0
128.68,0
131.52,0
133.42,0
135.81,0
136.39,0
137.54,0
138.57,0
139.76,0
141.76,2
141.96,0
143.25,0
144.13,0
146.29,0
146.98,0
148.13,2
149.22,2
150.18,0
152.08,2
167.86,0
169.6,0
175.09,2
176.44,2
177.79,2
178.55,2
179.68,0
182.39,2
183.95,0
187,0
190.7,0
194.5,0
195.93,2
197.06,0
